"","x"
"1131","RXN-19490: (expasy) Formyl-CoA transferase [2.8.3.16]"
"1132","RXN-19493: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7]"
"1133","RXN-19536: (expasy) Diamine N-acetyltransferase [2.3.1.57]"
"1134","RXN-19544: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1135","RXN-19547: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1136","RXN-19550: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1137","RXN-19552: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1138","RXN-19554: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1139","RXN-19556: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1140","RXN-19558: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1141","RXN-19560: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1142","RXN-19562: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1143","RXN-19572: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13]"
"1144","RXN-19573: (expasy) Glutathione transferase [2.5.1.18]"
"1145","RXN-19574: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13]"
"1146","RXN-19578: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13]"
"1147","RXN-19583: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1148","RXN-19586: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1149","RXN-19596: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1150","RXN-19600: (expasy) Glutathione transferase [2.5.1.18]"
"1151","RXN-19601: (expasy) Glutathione transferase [2.5.1.18]"
"1152","RXN-19602: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13]"
"1153","RXN-19604: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13]"
"1154","RXN-19607: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13]"
"1155","RXN-19608: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13]"
"1156","RXN-1961: (expasy) tRNA(Ile)-lysidine synthetase [6.3.4.19]"
"1157","RXN-19610: (expasy) Glutathione transferase [2.5.1.18]"
"1158","RXN-19611: (expasy) Glutathione transferase [2.5.1.18]"
"1159","RXN-19626: (expasy) Glutathione transferase [2.5.1.18]"
"1160","RXN-19627: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13]"
"1161","RXN-19631: (expasy) Lactate 2-monooxygenase [1.13.12.4]"
"1162","RXN-19667: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]"
"1163","RXN-19668: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]"
"1164","RXN-19671: (expasy) NAD(P)H dehydrogenase (quinone) [1.6.5.2]"
"1165","RXN-19732: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13]"
"1166","RXN-19740: (expasy) Haloalkane dehalogenase [3.8.1.5]"
"1167","RXN-19748: (expasy) Malate dehydrogenase (decarboxylating) [1.1.1.39]"
"1168","RXN-19751: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"1169","RXN-19765: (expasy) Beta-galactosidase [3.2.1.23]"
"1170","RXN-19770: (expasy) Aspartate 4-decarboxylase [4.1.1.12]"
"1171","RXN-19792: (expasy) Endo-polygalacturonase [3.2.1.15]"
"1172","RXN-19800: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1173","RXN-19802: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]"
"1174","RXN-19803: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1175","RXN-19804: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1176","RXN-19895: (expasy) 3-(aryl)acryloyl-CoA:(R)-3-(aryl)lactate CoA-transferase [2.8.3.17]"
"1177","RXN-19897: (expasy) 3-(aryl)acryloyl-CoA:(R)-3-(aryl)lactate CoA-transferase [2.8.3.17]"
"1178","RXN-19960: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"1179","RXN-20140: (expasy) Perillyl-alcohol dehydrogenase [1.1.1.144]"
"1180","RXN-20153: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1181","RXN-20165: (expasy) Arylsulfatase (type I) [3.1.6.1]"
"1182","RXN-20396: (expasy) Serine C-palmitoyltransferase [2.3.1.50]"
"1183","RXN-20409: (expasy) 4-hydroxyphenylacetate decarboxylase [4.1.1.83]"
"1184","RXN-20436: (expasy) Cycloeucalenol cycloisomerase [5.5.1.9]"
"1185","RXN-20513: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]"
"1186","RXN-20524: (expasy) Phosphatidate cytidylyltransferase [2.7.7.41]"
"1187","RXN-20525: (expasy) CDP-diacylglycerol--inositol 3-phosphatidyltransferase [2.7.8.11]"
"1188","RXN-20543: (expasy) Phospholipase A(2) [3.1.1.4]"
"1189","RXN-20546: (expasy) Phospholipase A(2) [3.1.1.4]"
"1190","RXN-20548: (expasy) Phospholipase A(2) [3.1.1.4]"
"1191","RXN-20552: (expasy) Phospholipase A(2) [3.1.1.4]"
"1192","RXN-20554: (expasy) Phospholipase A(2) [3.1.1.4]"
"1193","RXN-20555: (expasy) Phospholipase A(2) [3.1.1.4]"
"1194","RXN-20558: (expasy) Phospholipase A(2) [3.1.1.4]"
"1195","RXN-20561: (expasy) Phospholipase A(2) [3.1.1.4]"
"1196","RXN-20562: (expasy) Phospholipase A(2) [3.1.1.4]"
"1197","RXN-20564: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15]"
"1198","RXN-20645: (expasy) Heme o synthase [2.5.1.141]"
"1199","RXN-20651: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"1200","RXN-20675: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1201","RXN-20678: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1202","RXN-20679: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1203","RXN-20683: (expasy) Glucoside 3-dehydrogenase [1.1.99.13]"
"1204","RXN-20684: (expasy) Glucoside 3-dehydrogenase [1.1.99.13]"
"1205","RXN-20685: (expasy) Glucoside 3-dehydrogenase [1.1.99.13]"
"1206","RXN-20686: (expasy) Glucoside 3-dehydrogenase [1.1.99.13]"
"1207","RXN-20717: (expasy) N-formylglutamate deformylase [3.5.1.68]"
"1208","RXN-20718: (expasy) N-formylglutamate deformylase [3.5.1.68]"
"1209","RXN-20764: (expasy) 2-oxopent-4-enoate hydratase [4.2.1.80]"
"1210","RXN-20769: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]"
"1211","RXN-20770: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]"
"1212","RXN-20786: (expasy) UDP-2,3-diacylglucosamine diphosphatase [3.6.1.54]"
"1213","RXN-20788: (expasy) UDP-3-O-acyl-N-acetylglucosamine deacetylase [3.5.1.108]"
"1214","RXN-20789: (expasy) Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase [2.3.1.129]"
"1215","RXN-20790: (expasy) Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase [2.4.99.12]"
"1216","RXN-20792: (expasy) Kdo(2)-lipid IV(A) lauroyltransferase [2.3.1.241]"
"1217","RXN-20894: (expasy) Beta-lactamase [3.5.2.6]"
"1218","RXN-20913: (expasy) Lipid IV(A) palmitoyltransferase [2.3.1.251]"
"1219","RXN-20914: (expasy) Lipid IV(A) palmitoyltransferase [2.3.1.251]"
"1220","RXN-20915: (expasy) Lipid IV(A) palmitoyltransferase [2.3.1.251]"
"1221","RXN-20916: (expasy) Lipid IV(A) palmitoyltransferase [2.3.1.251]"
"1222","RXN-20917: (expasy) D-lactate dehydrogenase (quinone) [1.1.5.12]"
"1223","RXN-20918: (expasy) Lipid IV(A) palmitoyltransferase [2.3.1.251]"
"1224","RXN-20919: (expasy) Lipid IV(A) palmitoyltransferase [2.3.1.251]"
"1225","RXN-20927: (expasy) DNA-directed DNA polymerase [2.7.7.7]"
"1226","RXN-20994: (expasy) 2,4-dienoyl-CoA reductase ((2E)-enoyl-CoA-producing) [1.3.1.34]"
"1227","RXN-20995: (expasy) 2,4-dienoyl-CoA reductase ((2E)-enoyl-CoA-producing) [1.3.1.34]"
"1228","RXN-21028: (expasy) Arsenite methyltransferase [2.1.1.137]"
"1229","RXN-21029: (expasy) Arsenite methyltransferase [2.1.1.137]"
"1230","RXN-2103: (expasy) Endo-polygalacturonase [3.2.1.15]"
"1231","RXN-21055: (expasy) Beta-glucosidase [3.2.1.21]"
"1232","RXN-21069: (expasy) Lysophospholipase [3.1.1.5]"
"1233","RXN-21079: (expasy) Propanediol dehydratase [4.2.1.28]"
"1234","RXN-21089: (expasy) 2-phospho-L-lactate transferase [2.7.8.28]"
"1235","RXN-21090: (expasy) 2-phospho-L-lactate transferase [2.7.8.28]"
"1236","RXN-21218: (expasy) Bleomycin hydrolase [3.4.22.40]"
"1237","RXN-21219: (expasy) Bleomycin hydrolase [3.4.22.40]"
"1238","RXN-21220: (expasy) Bleomycin hydrolase [3.4.22.40]"
"1239","RXN-21223: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1240","RXN-21224: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1241","RXN-21225: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1242","RXN-21233: (expasy) mRNA N(1)-methyladenine demethylase [1.14.11.54]"
"1243","RXN-21235: (expasy) mRNA N(1)-methyladenine demethylase [1.14.11.54]"
"1244","RXN-21262: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]"
"1245","RXN-21263: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]"
"1246","RXN-21264: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]"
"1247","RXN-21265: (expasy) Ribonucleoside-triphosphate reductase (thioredoxin) [1.17.4.2]"
"1248","RXN-21315: (expasy) S-methyl-5-thioribose-1-phosphate isomerase [5.3.1.23]"
"1249","RXN-21399: (expasy) Triacylglycerol lipase [3.1.1.3]"
"1250","RXN-21414: (expasy) Fumarate reductase (quinol) [1.3.5.4]"
"1251","RXN-21418: (expasy) N-substituted formamide deformylase [3.5.1.91]"
"1252","RXN-21438: (expasy) Homospermidine synthase [2.5.1.44]"
"1253","RXN-21443: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"1254","RXN-21445: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"1255","RXN-21446: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"1256","RXN-21447: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"1257","RXN-21448: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"1258","RXN-21449: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"1259","RXN-21450: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"1260","RXN-21452: (expasy) Aerobic carbon monoxide dehydrogenase [1.2.5.3]"
"1261","RXN-21482: (expasy) Protoporphyrinogen IX dehydrogenase (quinone) [1.3.5.3]"
"1262","RXN-21483: (expasy) Protoporphyrinogen IX dehydrogenase (quinone) [1.3.5.3]"
"1263","RXN-21509: (expasy) diphosphate specific) [2.5.1.87]"
"1264","RXN-21510: (expasy) diphosphate specific) [2.5.1.87]"
"1265","RXN-21557: (expasy) Malate dehydrogenase (quinone) [1.1.5.4]"
"1266","RXN-21564: (expasy) Molybdenum cofactor cytidylyltransferase [2.7.7.76]"
"1267","RXN-21602: (expasy) Aldehyde ferredoxin oxidoreductase [1.2.7.5]"
"1268","RXN-21603: (expasy) Aldehyde ferredoxin oxidoreductase [1.2.7.5]"
"1269","RXN-21604: (expasy) Aldehyde ferredoxin oxidoreductase [1.2.7.5]"
"1270","RXN-21605: (expasy) Aldehyde ferredoxin oxidoreductase [1.2.7.5]"
"1271","RXN-21606: (expasy) Aldehyde ferredoxin oxidoreductase [1.2.7.5]"
"1272","RXN-21607: (expasy) Aldehyde ferredoxin oxidoreductase [1.2.7.5]"
"1273","RXN-21614: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1274","RXN-21617: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1275","RXN-21618: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1276","RXN-21621: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1277","RXN-21622: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1278","RXN-21625: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1279","RXN-21626: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1280","RXN-21629: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1281","RXN-21631: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1282","RXN-21634: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1283","RXN-21635: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1284","RXN-21645: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1285","RXN-21649: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1286","RXN-21650: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1287","RXN-21654: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1288","RXN-21655: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1289","RXN-21659: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1290","RXN-21660: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1291","RXN-21664: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1292","RXN-21665: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1293","RXN-21669: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1294","RXN-21670: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1295","RXN-21676: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1296","RXN-21680: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1297","RXN-21681: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1298","RXN-21685: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1299","RXN-21686: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1300","RXN-21690: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1301","RXN-21691: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1302","RXN-21695: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1303","RXN-21696: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1304","RXN-21701: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1305","RXN-21702: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100]"
"1306","RXN-21719: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]"
"1307","RXN-21720: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]"
"1308","RXN-21721: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]"
"1309","RXN-21722: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]"
"1310","RXN-21723: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]"
"1311","RXN-21724: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]"
"1312","RXN-21725: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]"
"1313","RXN-21726: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86]"
"1314","RXN-21730: (expasy) Diphosphate--fructose-6-phosphate 1-phosphotransferase [2.7.1.90]"
"1315","RXN-21753: (expasy) Propionate--CoA ligase [6.2.1.17]"
"1316","RXN-21755: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1317","RXN-21757: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1318","RXN-21759: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1319","RXN-21760: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1320","RXN-21761: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1321","RXN-21766: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1322","RXN-21767: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1323","RXN-21768: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1324","RXN-21771: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1325","RXN-21775: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8]"
"1326","RXN-21776: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8]"
"1327","RXN-21779: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1328","RXN-21780: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1329","RXN-21781: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1330","RXN-21783: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1331","RXN-21784: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35]"
"1332","RXN-21785: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1333","RXN-21786: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1334","RXN-21787: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16]"
"1335","RXN-21815: (expasy) Nitrate reductase (quinone) [1.7.5.1]"
"1336","RXN-21816: (expasy) Alpha-L-fucosidase [3.2.1.51]"
"1337","RXN-2364: (expasy) Sulfoacetaldehyde acetyltransferase [2.3.3.15]"
"1338","RXN-2425: (expasy) Enoyl-CoA hydratase [4.2.1.17]"
"1339","RXN-2841: (expasy) Methylamine dehydrogenase (amicyanin) [1.4.9.1]"
"1340","RXN-2861: (expasy) Methanol dehydrogenase (cytochrome c) [1.1.2.7]"
"1341","RXN-2961: (expasy) S-(hydroxymethyl)glutathione synthase [4.4.1.22]"
"1342","RXN-34: (expasy) Arginase [3.5.3.1]"
"1343","RXN-3945: (expasy) Benzoylformate decarboxylase [4.1.1.7]"
"1344","RXN-3962: (expasy) 6-aminohexanoate-oligomer exohydrolase [3.5.1.46]"
"1345","RXN-4301: (expasy) Isoamylase [3.2.1.68]"
"1346","RXN-4961: (expasy) Squalene--hopanol cyclase [4.2.1.129]"
"1347","RXN-5341: (expasy) Beta-glucosidase [3.2.1.21]"
"1348","RXN-5901: (expasy) Acetoacetyl-CoA reductase [1.1.1.36]"
"1349","RXN-6264: (expasy) AMBIGUOUS [3.8.1.10; 3.8.1.9]"
"1350","RXN-6341: (expasy) Tetrahydrofolate synthase [6.3.2.17]"
"1351","RXN-6423: (expasy) Putrescine--2-oxoglutarate transaminase [2.6.1.82]"
"1352","RXN-646: (expasy) Maleamate amidohydrolase [3.5.1.107]"
"1353","RXN-6501: (expasy) D-inositol-3-phosphate glycosyltransferase [2.4.1.250]"
"1354","RXN-6641: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13]"
"1355","RXN-6763: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1356","RXN-709: (expasy) Steroid Delta-isomerase [5.3.3.1]"
"1357","RXN-7421: (expasy) Cyclopropane-fatty-acyl-phospholipid synthase [2.1.1.79]"
"1358","RXN-7563: (expasy) D-arginine dehydrogenase [1.4.99.6]"
"1359","RXN-7567: (metacyc) indole-3-acetonitrile hydratase [4.2.1.84]"
"1360","RXN-7572: (expasy) L-lactate dehydrogenase [1.1.1.27]"
"1361","RXN-7573: (expasy) 6-hydroxynicotinate 3-monooxygenase [1.14.13.114]"
"1362","RXN-7698: (expasy) Very-long-chain 3-oxoacyl-CoA reductase [1.1.1.330]"
"1363","RXN-7699: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119]"
"1364","RXN-7836: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]"
"1365","RXN-7904: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3]"
"1366","RXN-7931: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8]"
"1367","RXN-8: (expasy) Putrescine--pyruvate transaminase [2.6.1.113]"
"1368","RXN-8036: (expasy) Beta-glucosidase [3.2.1.21]"
"1369","RXN-8052: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1370","RXN-8054: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13]"
"1371","RXN-8078: (expasy) 2-phospho-L-lactate transferase [2.7.8.28]"
"1372","RXN-8080: (expasy) Coenzyme F420-0:L-glutamate ligase [6.3.2.31]"
"1373","RXN-8344: (expasy) Molybdopterin adenylyltransferase [2.7.7.75]"
"1374","RXN-8348: (expasy) Molybdopterin molybdotransferase [2.10.1.1]"
"1375","RXN-8391: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179]"
"1376","RXN-8457: (expasy) 2-oxoglutarate carboxylase [6.4.1.7]"
"1377","RXN-8505: (expasy) 4-hydroxyphenylacetate 3-monooxygenase [1.14.14.9]"
"1378","RXN-8527: (expasy) 2-hydroxymuconate-6-semialdehyde dehydrogenase [1.2.1.85]"
"1379","RXN-8529: (expasy) 2-hydroxymuconate tautomerase [5.3.2.6]"
"1380","RXN-8568: (expasy) Acryloyl-CoA reductase (NADH) [1.3.1.95]"
"1381","RXN-8635: (expasy) Peroxidase [1.11.1.7]"
"1382","RXN-864: (expasy) Succinyl-CoA:(R)-benzylsuccinate CoA-transferase [2.8.3.15]"
"1383","RXN-8643: (expasy) Tartrate dehydrogenase [1.1.1.93]"
"1384","RXN-865: (expasy) (R)-benzylsuccinyl-CoA dehydrogenase [1.3.8.3]"
"1385","RXN-8664: (expasy) Indoleamine 2,3-dioxygenase [1.13.11.52]"
"1386","RXN-8665: (expasy) AMBIGUOUS [1.13.11.11; 1.13.11.52]"
"1387","RXN-8739: (expasy) 4-nitrophenol 4-monooxygenase [1.14.13.167]"
"1388","RXN-8748: (expasy) Alkaline phosphatase [3.1.3.1]"
"1389","RXN-8770: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73]"
"1390","RXN-8775: (expasy) 2,5-dioxovalerate dehydrogenase [1.2.1.26]"
"1391","RXN-8786: (expasy) Chlorophyllide a reductase [1.3.7.15]"
"1392","RXN-8792: (expasy) Chlorophyllide a reductase [1.3.7.15]"
"1393","RXN-8807: (expasy) Succinyl-CoA:acetate CoA-transferase [2.8.3.18]"
"1394","RXN-8831: (expasy) Aminomuconate-semialdehyde dehydrogenase [1.2.1.32]"
"1395","RXN-8837: (expasy) Aminomuconate-semialdehyde dehydrogenase [1.2.1.32]"
"1396","RXN-8841: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77]"
"1397","RXN-8850: (expasy) Thymidylate synthase (FAD) [2.1.1.148]"
"1398","RXN-8891: (expasy) Succinate-semialdehyde dehydrogenase (acetylating) [1.2.1.76]"
"1399","RXN-8959: (expasy) (2S)-methylsuccinyl-CoA dehydrogenase [1.3.8.12]"
"1400","RXN-8960: (expasy) 2-methylfumaryl-CoA hydratase [4.2.1.148]"
"1401","RXN-8964: (expasy) Succinyl-CoA--L-malate CoA-transferase [2.8.3.22]"
"1402","RXN-8966: (expasy) Succinyl-CoA--D-citramalate CoA-transferase [2.8.3.20]"
"1403","RXN-8974: (expasy) 3-hydroxypropionate dehydrogenase (NADP(+)) [1.1.1.298]"
"1404","RXN-8987: (expasy) AMBIGUOUS [2.8.3.20; 2.8.3.22]"
"1405","RXN-8992: (expasy) All-trans-octaprenyl-diphosphate synthase [2.5.1.90]"
"1406","RXN-9003: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39]"
"1407","RXN-9106: (expasy) All-trans-decaprenyl-diphosphate synthase [2.5.1.91]"
"1408","RXN-9190: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]"
"1409","RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]"
"1410","RXN-9204: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]"
"1411","RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]"
"1412","RXN-9217: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]"
"1413","RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]"
"1414","RXN-9222: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39]"
"1415","RXN-9223: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98]"
"1416","RXN-9227: (metacyc) 2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase [2.1.1.201]"
"1417","RXN-9230: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39]"
"1418","RXN-9231: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98]"
"1419","RXN-9235: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]"
"1420","RXN-9238: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98]"
"1421","RXN-9242: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]"
"1422","RXN-9358: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]"
"1423","RXN-9359: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]"
"1424","RXN-9360: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]"
"1425","RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]"
"1426","RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]"
"1427","RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]"
"1428","RXN-9365: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]"
"1429","RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163]"
"1430","RXN-9380: (expasy) Carboxynorspermidine decarboxylase [4.1.1.96]"
"1431","RXN-9382: (expasy) Phosphinothricin acetyltransferase [2.3.1.183]"
"1432","RXN-9386: (expasy) Glutamate--tRNA(Gln) ligase [6.1.1.24]"
"1433","RXN-9393: (expasy) Monoterpene epsilon-lactone hydrolase [3.1.1.83]"
"1434","RXN-9394: (expasy) Monoterpene epsilon-lactone hydrolase [3.1.1.83]"
"1435","RXN-9421: (expasy) Monoterpene epsilon-lactone hydrolase [3.1.1.83]"
"1436","RXN-9432: (expasy) Monoterpene epsilon-lactone hydrolase [3.1.1.83]"
"1437","RXN-9436: (expasy) Monoterpene epsilon-lactone hydrolase [3.1.1.83]"
