Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
032024_COL_SAN_T5_150_MCAV_S8_R2_001_val_2 - polya	(1, 0.0014661525124514622)	(2, 0.005806557970583553)	(3, 0.00914792764675056)	(4, 0.012386693648013043)	(5, 0.014810030443455378)	(6, 0.016775700846889383)	(7, 0.01842545993548578)	(8, 0.020743492959315577)	(9, 0.023291034203326542)	(10, 0.029751825606261828)	(15, 0.039809685843613024)	(20, 0.0503384429468418)	(25, 0.061091848096177334)	(30, 0.07203966020848987)	(35, 0.08292780018355526)	(40, 0.09397011568064827)	(45, 0.10434901741658228)	(50, 0.11529979963527363)	(55, 0.12644282873957552)	(60, 0.13758639786321908)	(65, 0.1484359264553599)	(70, 0.15904028626641306)	(75, 0.16949560073918388)	(80, 0.17998277635310922)	(85, 0.1907580522857797)	(90, 0.20131435037543022)	(95, 0.21188711905499963)	(100, 0.2227849793782139)	(105, 0.23344469117178135)	(110, 0.24405202108921334)	(115, 0.2547311735790785)	(120, 0.2654259866298502)	(125, 0.275741166083475)	(130, 0.285672931804562)	(135, 0.2951942828260309)	(140, 0.29857669397215963)
032024_COL_SAN_T5_150_MCAV_S8_R2_001_val_2 - polyg	(1, 0.10124012606697527)	(2, 0.10315314458460302)	(3, 0.1048204543018015)	(4, 0.10632035802310313)	(5, 0.10777571014872254)	(6, 0.10940386846365482)	(7, 0.1109321232003906)	(8, 0.11247117832395843)	(9, 0.11438149674487816)	(10, 0.11852722523036248)	(15, 0.12336660856013548)	(20, 0.12760468035303388)	(25, 0.13202149854800274)	(30, 0.13649960893824353)	(35, 0.1412085775970195)	(40, 0.14591322610106264)	(45, 0.15078906073639384)	(50, 0.1558474219091868)	(55, 0.16100649668918868)	(60, 0.16618744225252544)	(65, 0.17157413518501285)	(70, 0.17696217816585427)	(75, 0.18240071295513555)	(80, 0.18776040492054283)	(85, 0.19312252697298732)	(90, 0.19854945134642416)	(95, 0.20393398420154515)	(100, 0.20941545052848384)	(105, 0.21487963623649126)	(110, 0.22031979108379737)	(115, 0.2258684898187656)	(120, 0.23162023582617644)	(125, 0.23727720843913608)	(130, 0.24289259956279224)	(135, 0.24845749887800855)	(140, 0.2515099582064181)
032024_COL_SAN_T5_154_PSTR_S38_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0005163392202484603)	(4, 0.0010917775078747563)	(5, 0.001838292043173735)	(6, 0.0025319284655557026)	(7, 0.003222454410707258)	(8, 0.004020291820308042)	(9, 0.005119845521258829)	(10, 0.00866921108888243)	(15, 0.0143806693793657)	(20, 0.019907676370085513)	(25, 0.025583986267865122)	(30, 0.03170447231414762)	(35, 0.03836929187575229)	(40, 0.04520114406463012)	(45, 0.052448867059214074)	(50, 0.06012739115021015)	(55, 0.06779689485723804)	(60, 0.07547417475734194)	(65, 0.08339096140418763)	(70, 0.0912663787038688)	(75, 0.09905439159337541)	(80, 0.10680227932660966)	(85, 0.11466618786053832)	(90, 0.1223220054677524)	(95, 0.12966739744737132)	(100, 0.13666908169302966)	(105, 0.14339797708558083)	(110, 0.14988767677911327)	(115, 0.15592075841522118)	(120, 0.16155818734762062)	(125, 0.16707150823852662)	(130, 0.1723832702049019)	(135, 0.17728040555646324)	(140, 0.180091965925033)
032024_COL_SAN_T5_154_PSTR_S38_R2_001_val_2 - polyg	(1, 0.015462182312380095)	(2, 0.01630512164182186)	(3, 0.01721493623171749)	(4, 0.01819784703652781)	(5, 0.01932539503255231)	(6, 0.020351852518588405)	(7, 0.021204123279721408)	(8, 0.022197920754838174)	(9, 0.023527649770839477)	(10, 0.02713766964445612)	(15, 0.03257478384321702)	(20, 0.03808965997273822)	(25, 0.04388976686428824)	(30, 0.049967328324791054)	(35, 0.056557496432865825)	(40, 0.06335326708587088)	(45, 0.07038356772204898)	(50, 0.07776037552169507)	(55, 0.08499534555963434)	(60, 0.09230683333744175)	(65, 0.09964755960121505)	(70, 0.10684769229417368)	(75, 0.1138860801711509)	(80, 0.12111265192056805)	(85, 0.12808851920521397)	(90, 0.13464882673187678)	(95, 0.1411170641325194)	(100, 0.14714112538465912)	(105, 0.1527953508941028)	(110, 0.15817616545499322)	(115, 0.16356631144757489)	(120, 0.16859284265192134)	(125, 0.17352450430074023)	(130, 0.17836222953720063)	(135, 0.18303820995767964)	(140, 0.18557262680501965)
032024_COL_SAN_T5_158_DLAB_S15_R1_001_val_1 - polya	(1, 0.0018480438279582494)	(2, 0.007471080553925597)	(3, 0.010857776602689535)	(4, 0.014028521462568465)	(5, 0.01638737291038933)	(6, 0.018355851055225757)	(7, 0.01987166228489938)	(8, 0.0222055962878489)	(9, 0.02455406546697337)	(10, 0.030915489142628306)	(15, 0.04168979230499883)	(20, 0.05303013675669679)	(25, 0.06421100956121813)	(30, 0.07542635149781149)	(35, 0.08686179753076842)	(40, 0.09841020264714213)	(45, 0.10995860776351585)	(50, 0.12133632838252081)	(55, 0.13279876831408838)	(60, 0.14394641785878123)	(65, 0.15536026877284967)	(70, 0.1664082485380572)	(75, 0.1775637886069593)	(80, 0.18879947979019762)	(85, 0.20019630378360395)	(90, 0.21151796015164837)	(95, 0.22274908313666025)	(100, 0.2341770539361558)	(105, 0.24557886141853644)	(110, 0.25725309963151044)	(115, 0.26895640819683436)	(120, 0.2804782347053453)	(125, 0.29177248188403127)	(130, 0.30311448749872066)	(135, 0.3142667052416399)	(140, 0.3181210186724895)
032024_COL_SAN_T5_158_DLAB_S15_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0009489393588504719)	(4, 0.002047383386929027)	(5, 0.0033534727889354752)	(6, 0.004682403182073991)	(7, 0.005820299831198846)	(8, 0.007223982558951405)	(9, 0.008708646982535841)	(10, 0.01318921886115192)	(15, 0.019772407796161844)	(20, 0.026441977206725774)	(25, 0.033486969453351334)	(30, 0.04121553027094752)	(35, 0.04946528097710272)	(40, 0.05796171438748425)	(45, 0.06664087572692234)	(50, 0.07557419500404816)	(55, 0.08464788255394924)	(60, 0.09346076751419687)	(65, 0.10278819771103782)	(70, 0.11204835080672618)	(75, 0.121632430685742)	(80, 0.13132780848518316)	(85, 0.14133465434551623)	(90, 0.15110976796854572)	(95, 0.16098911956928702)	(100, 0.17092245896724959)	(105, 0.1808549677837164)	(110, 0.19085143137535304)	(115, 0.2008445726410068)	(120, 0.2109996772983244)	(125, 0.22108002962102788)	(130, 0.23143115151133334)	(135, 0.2413242077067539)	(140, 0.2470294720007967)
032024_COL_SAN_T5_158_DLAB_S15_R2_001_val_2 - polya	(1, 0.003143750961268303)	(2, 0.009724032861043239)	(3, 0.013580007454884215)	(4, 0.01702692066208724)	(5, 0.01980936867272101)	(6, 0.021956421839135425)	(7, 0.02381277148205079)	(8, 0.02620899909717868)	(9, 0.028920847680676962)	(10, 0.03580055420965592)	(15, 0.04732071955517543)	(20, 0.05947129625594003)	(25, 0.07129005564916786)	(30, 0.08324669157068379)	(35, 0.09489559704803863)	(40, 0.10684724948058029)	(45, 0.11870047800588016)	(50, 0.13052961966780435)	(55, 0.14202902047593108)	(60, 0.15367917182552948)	(65, 0.16510548146203358)	(70, 0.17629922827973846)	(75, 0.1878119183917965)	(80, 0.1991784261606094)	(85, 0.21060971928608777)	(90, 0.22219882289575138)	(95, 0.23390337733331887)	(100, 0.2455107537358881)	(105, 0.2569877288436306)	(110, 0.2689588999413215)	(115, 0.2808702691713212)	(120, 0.2924149366709642)	(125, 0.3036099293609126)	(130, 0.3145790038840275)	(135, 0.3253209143680652)	(140, 0.32902447725744316)
032024_COL_SAN_T5_158_DLAB_S15_R2_001_val_2 - polyg	(1, 0.10160295791665742)	(2, 0.10475709114662211)	(3, 0.10746271036890256)	(4, 0.11017455895240084)	(5, 0.11264761535588205)	(6, 0.11520788281641298)	(7, 0.11729679527812759)	(8, 0.11959750602124865)	(9, 0.12188575804193402)	(10, 0.1280802348369509)	(15, 0.1357685124520051)	(20, 0.14314532200616745)	(25, 0.15072147111930054)	(30, 0.1585160631658058)	(35, 0.16711299693716844)	(40, 0.17541715073129277)	(45, 0.18359173381208604)	(50, 0.19200220203766144)	(55, 0.20092430846459514)	(60, 0.2094356923418995)	(65, 0.2184956752971213)	(70, 0.2275440301114032)	(75, 0.23658490969222368)	(80, 0.24573708719346948)	(85, 0.25504167639917835)	(90, 0.26404642568493536)	(95, 0.2730665407283631)	(100, 0.2822743671898216)	(105, 0.2912782858940829)	(110, 0.30023569203458433)	(115, 0.30926868109119554)	(120, 0.31813264681342945)	(125, 0.3269006803729087)	(130, 0.3359232871608234)	(135, 0.344511915117229)	(140, 0.34907263811018124)
032024_COL_SAN_T5_159_DLAB_S16_R1_001_val_1 - polya	(1, 0.0016642440012112293)	(2, 0.006830667072063981)	(3, 0.010230049387637077)	(4, 0.013296228431402175)	(5, 0.015577252957023956)	(6, 0.01738860265802276)	(7, 0.01889510681247382)	(8, 0.02112296060323262)	(9, 0.023428798138457125)	(10, 0.029519328581228448)	(15, 0.03970719585254089)	(20, 0.05089183716675131)	(25, 0.06146359714377446)	(30, 0.07185705792322376)	(35, 0.08230333496597028)	(40, 0.09308387869522207)	(45, 0.1037368126608027)	(50, 0.11440569784684222)	(55, 0.12506501230060643)	(60, 0.13557863894084604)	(65, 0.14622377453198013)	(70, 0.15675441580737592)	(75, 0.16744421481579488)	(80, 0.17815563658972478)	(85, 0.18895957544231629)	(90, 0.1995451598104038)	(95, 0.2104409067985254)	(100, 0.2212239318287374)	(105, 0.2322540235402794)	(110, 0.24347340306793366)	(115, 0.25473921837070157)	(120, 0.26585544667272165)	(125, 0.2764934928325406)	(130, 0.2870840398025487)	(135, 0.29761007294758973)	(140, 0.30126715609146537)
032024_COL_SAN_T5_159_DLAB_S16_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0008773171252391465)	(4, 0.0018875610876357394)	(5, 0.0030006018041007576)	(6, 0.004315691313045094)	(7, 0.005419870240366283)	(8, 0.006759772758913343)	(9, 0.008220195609816487)	(10, 0.012371412116352102)	(15, 0.01820069701516332)	(20, 0.02416928923931554)	(25, 0.030233234314655365)	(30, 0.036715810309149714)	(35, 0.04405018147614899)	(40, 0.0514628908591797)	(45, 0.059047164480034976)	(50, 0.06689870966146813)	(55, 0.0749774711165491)	(60, 0.08293819354023424)	(65, 0.09122361191814933)	(70, 0.09945904980529321)	(75, 0.10788625680950956)	(80, 0.1164701402457888)	(85, 0.1252961277614775)	(90, 0.13396685673136627)	(95, 0.1426691336706071)	(100, 0.15156247078378893)	(105, 0.16051358676218846)	(110, 0.16943599054376204)	(115, 0.17849061221936152)	(120, 0.18753140950389663)	(125, 0.19693057754140825)	(130, 0.20633506265240614)	(135, 0.21540315424750428)	(140, 0.22045118381539547)
032024_COL_SAN_T5_159_DLAB_S16_R2_001_val_2 - polya	(1, 0.0030076912354158212)	(2, 0.009512244466986867)	(3, 0.013287366642258346)	(4, 0.016606992855536976)	(5, 0.01912196861455586)	(6, 0.02112296060323262)	(7, 0.022810245256217807)	(8, 0.025155074663675163)	(9, 0.027799432544193963)	(10, 0.03447767684298407)	(15, 0.04539469212505083)	(20, 0.056683548079592694)	(25, 0.06770158775789911)	(30, 0.0787213997940343)	(35, 0.08986740370757762)	(40, 0.10112187592024142)	(45, 0.1123589790261833)	(50, 0.12348867724770199)	(55, 0.1343330258587893)	(60, 0.1451986427638219)	(65, 0.15612841902225577)	(70, 0.1667806440447049)	(75, 0.17754700891132652)	(80, 0.18848564695890424)	(85, 0.19946646712280658)	(90, 0.2102541002833734)	(95, 0.2213543773649346)	(100, 0.2323635552540972)	(105, 0.24354890551143912)	(110, 0.2548512313854796)	(115, 0.2660844353041982)	(120, 0.2771418213263033)	(125, 0.28792307399868655)	(130, 0.29834134778773846)	(135, 0.3082988085413114)	(140, 0.31172052256552696)
032024_COL_SAN_T5_159_DLAB_S16_R2_001_val_2 - polyg	(1, 0.12041221852853004)	(2, 0.12329938943158977)	(3, 0.12582499933758126)	(4, 0.12837187753751794)	(5, 0.1306440402739959)	(6, 0.1331005282246655)	(7, 0.13516355273734906)	(8, 0.1373577317293613)	(9, 0.1395288700695996)	(10, 0.14541345253266832)	(15, 0.1526053261302348)	(20, 0.15915347936439347)	(25, 0.16569808788289467)	(30, 0.17253938910193123)	(35, 0.17965788708538682)	(40, 0.18687280133472722)	(45, 0.19425998876502373)	(50, 0.20203744938921447)	(55, 0.20990884497832982)	(60, 0.21776145357446025)	(65, 0.22591465405834937)	(70, 0.23400085941631116)	(75, 0.2421381086797414)	(80, 0.25030477908312915)	(85, 0.25857566412684835)	(90, 0.2667873524190868)	(95, 0.27507808787048815)	(100, 0.2831844981076979)	(105, 0.2911845668751816)	(110, 0.29934379337568856)	(115, 0.3075044377624585)	(120, 0.3155814268597107)	(125, 0.3236881915684862)	(130, 0.33182792213287665)	(135, 0.33981806569651934)	(140, 0.3443974838544848)
032024_COL_SAN_T5_160_DLAB_S41_R1_001_val_1 - polya	(1, 0.0006849131144227808)	(2, 0.005464809399733087)	(3, 0.008159767350839302)	(4, 0.01055515131186289)	(5, 0.012758469690535115)	(6, 0.01451846688227055)	(7, 0.01613471687715182)	(8, 0.018418968551531856)	(9, 0.021036617085842552)	(10, 0.027694890607356425)	(15, 0.03812707162812895)	(20, 0.049463772825409015)	(25, 0.061005102385269704)	(30, 0.07244665447907869)	(35, 0.08337095825614019)	(40, 0.094556906090669)	(45, 0.10590641166010581)	(50, 0.11722789256595427)	(55, 0.128665337596996)	(60, 0.13980248386217262)	(65, 0.15091788685387553)	(70, 0.1615095185467888)	(75, 0.17245580718925152)	(80, 0.18342238955362306)	(85, 0.19413530039413426)	(90, 0.2042432650482206)	(95, 0.21446936815484757)	(100, 0.2246379723827329)	(105, 0.23454275822580345)	(110, 0.24444077949490448)	(115, 0.2540916522221873)	(120, 0.2629462379564763)	(125, 0.27140799521667314)	(130, 0.27942570651415066)	(135, 0.28675367285865566)	(140, 0.2892350635458643)
032024_COL_SAN_T5_160_DLAB_S41_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0006752494373233412)	(4, 0.0013988172601438803)	(5, 0.002372432727912419)	(6, 0.0033822869848038556)	(7, 0.004288256712876317)	(8, 0.005507087987043135)	(9, 0.006899865448999866)	(10, 0.011616947833163813)	(15, 0.01887533570255289)	(20, 0.026772734220142407)	(25, 0.034453424778776984)	(30, 0.04250109347526279)	(35, 0.05158253402946115)	(40, 0.06091595496402737)	(45, 0.07036389047222198)	(50, 0.08031771947657225)	(55, 0.09051531473575587)	(60, 0.10090038533066863)	(65, 0.11141712352606123)	(70, 0.1216432266326882)	(75, 0.13224693792197578)	(80, 0.14259166266499837)	(85, 0.15285303819303828)	(90, 0.16309967661350158)	(95, 0.17290033633582574)	(100, 0.1824074618662544)	(105, 0.19163868941549406)	(110, 0.20067640183081745)	(115, 0.20971169832686595)	(120, 0.21844355536199211)	(125, 0.2268553030931993)	(130, 0.23524265003973038)	(135, 0.24284651436542443)	(140, 0.24705915280499763)
032024_COL_SAN_T5_160_DLAB_S41_R2_001_val_2 - polya	(1, 0.001218831274166818)	(2, 0.006702968028098784)	(3, 0.009835207367954641)	(4, 0.01262921800933011)	(5, 0.015052385042014588)	(6, 0.01713128357803153)	(7, 0.0189734220251122)	(8, 0.021437659685469294)	(9, 0.02414590519258724)	(10, 0.03127190068571399)	(15, 0.0421732532296643)	(20, 0.05415234736212963)	(25, 0.06624015786196362)	(30, 0.07803733327303199)	(35, 0.08950618525464689)	(40, 0.10109824911927964)	(45, 0.11263112296167835)	(50, 0.12403981855334922)	(55, 0.13551905898784602)	(60, 0.14683063462466756)	(65, 0.15818376407301665)	(70, 0.16882854598997685)	(75, 0.1797207180406827)	(80, 0.19088709692908515)	(85, 0.20190199767895387)	(90, 0.2122674993277403)	(95, 0.22277916409265566)	(100, 0.2328868871548145)	(105, 0.24266773633908484)	(110, 0.2524790261062183)	(115, 0.2619322766368176)	(120, 0.2707735748150949)	(125, 0.27903239485620346)	(130, 0.2869210960644035)	(135, 0.2940110943603348)	(140, 0.2963813527608999)
032024_COL_SAN_T5_160_DLAB_S41_R2_001_val_2 - polyg	(1, 0.06033758388962593)	(2, 0.06184270159786364)	(3, 0.06341184116688514)	(4, 0.06500634788829268)	(5, 0.06674218588727951)	(6, 0.06843816121823117)	(7, 0.07001938038362696)	(8, 0.071682740804368)	(9, 0.07358527723332017)	(10, 0.07914430748477279)	(15, 0.08674382315577209)	(20, 0.09438295990287907)	(25, 0.10219507647006602)	(30, 0.1104401257713079)	(35, 0.11940246150525566)	(40, 0.12841794746325036)	(45, 0.13741579721053854)	(50, 0.147072951327936)	(55, 0.1568018582477968)	(60, 0.16647157514542354)	(65, 0.17645439518107212)	(70, 0.18625336375990387)	(75, 0.19591945677861833)	(80, 0.20525529363245942)	(85, 0.21466578239189368)	(90, 0.22370591072649196)	(95, 0.23247859679736319)	(100, 0.24104665450565382)	(105, 0.2492673030222196)	(110, 0.257339614095309)	(115, 0.2651077609316935)	(120, 0.27270800137847523)	(125, 0.2799900652567579)	(130, 0.28708972722978865)	(135, 0.2937011319173703)	(140, 0.2973489284304813)
032024_COL_SAN_T5_161_DLAB_S42_R1_001_val_1 - polya	(1, 0.0006607669249617533)	(2, 0.004918178915989834)	(3, 0.007435571337951964)	(4, 0.009704204446987318)	(5, 0.011827727956815384)	(6, 0.013499079590542171)	(7, 0.015091398317557847)	(8, 0.017183826913270066)	(9, 0.019587204650140758)	(10, 0.02580126411190852)	(15, 0.035773662193145025)	(20, 0.04658717770121519)	(25, 0.0576782153177693)	(30, 0.0685658403711489)	(35, 0.07906296512809032)	(40, 0.0898495317105934)	(45, 0.10041921126713849)	(50, 0.11108891279742286)	(55, 0.121865114408554)	(60, 0.13243764433222635)	(65, 0.14301820710871196)	(70, 0.15317924766891794)	(75, 0.16347425548410635)	(80, 0.17428958486216659)	(85, 0.18488128998287706)	(90, 0.19505373201159215)	(95, 0.2054935903017036)	(100, 0.21597205811017553)	(105, 0.22640362442318934)	(110, 0.2370186507294867)	(115, 0.24758677554032596)	(120, 0.25762680505976443)	(125, 0.26741807526627615)	(130, 0.27718369216864225)	(135, 0.28629864799313426)	(140, 0.28945866864015724)
032024_COL_SAN_T5_161_DLAB_S42_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0006439238464823361)	(4, 0.0014316616707504655)	(5, 0.0024837062650032962)	(6, 0.003564254530528987)	(7, 0.004525605625277263)	(8, 0.00574737662574576)	(9, 0.007255479960364349)	(10, 0.012015074814363362)	(15, 0.019191003619448)	(20, 0.026671144334299346)	(25, 0.03424638366148833)	(30, 0.04231499562598208)	(35, 0.0515100208543224)	(40, 0.06101884559094848)	(45, 0.07093009034109048)	(50, 0.0812046273378193)	(55, 0.09164629949792079)	(60, 0.10191047152327766)	(65, 0.11269030087438899)	(70, 0.12354553539223123)	(75, 0.13463631388450104)	(80, 0.1456392492443936)	(85, 0.15685259352313669)	(90, 0.16805790494906653)	(95, 0.1789198766983006)	(100, 0.18974945791199724)	(105, 0.2004494769835446)	(110, 0.21125832825449736)	(115, 0.22206355178546996)	(120, 0.23246791004863243)	(125, 0.2428950712488132)	(130, 0.2534655281782112)	(135, 0.2630282507659714)	(140, 0.26834651757691846)
032024_COL_SAN_T5_161_DLAB_S42_R2_001_val_2 - polya	(1, 0.001213997271939535)	(2, 0.0064910633216831055)	(3, 0.009638127754491141)	(4, 0.01224362243311484)	(5, 0.014841343383209575)	(6, 0.016859921557896656)	(7, 0.018809831797244575)	(8, 0.021340180433421643)	(9, 0.024079124118459184)	(10, 0.030968202340825136)	(15, 0.04133706057703869)	(20, 0.052511017964568384)	(25, 0.06409879683412315)	(30, 0.07531162286429764)	(35, 0.08640473347512614)	(40, 0.09760227117252702)	(45, 0.10854534882274655)	(50, 0.11939280961205985)	(55, 0.13037060991637542)	(60, 0.141403085444678)	(65, 0.15220105349569027)	(70, 0.16261733147593047)	(75, 0.1730463065461013)	(80, 0.1837147124549642)	(85, 0.19431807816846808)	(90, 0.20444750556598962)	(95, 0.21486093317910257)	(100, 0.22561536835035262)	(105, 0.23599821929791828)	(110, 0.24645699366078352)	(115, 0.2569963556760656)	(120, 0.267019801241309)	(125, 0.2767253013097178)	(130, 0.28634477211573944)	(135, 0.29500781518841446)	(140, 0.2979022334440312)
032024_COL_SAN_T5_161_DLAB_S42_R2_001_val_2 - polyg	(1, 0.07450341422156992)	(2, 0.07634578788293386)	(3, 0.07792515039573461)	(4, 0.07964832688632115)	(5, 0.08150106551905703)	(6, 0.08336676036600787)	(7, 0.0851521266848261)	(8, 0.08689085063247055)	(9, 0.08880318785059516)	(10, 0.09444561914119994)	(15, 0.10233699009523337)	(20, 0.11024935011629497)	(25, 0.11826432335393888)	(30, 0.12664388445959113)	(35, 0.1358117016380801)	(40, 0.14494168667106141)	(45, 0.15419734698192764)	(50, 0.1637481498526101)	(55, 0.17379673047343042)	(60, 0.18386111767559296)	(65, 0.19410611450391174)	(70, 0.2042668959398334)	(75, 0.2144647321484098)	(80, 0.22441899152974537)	(85, 0.23448234223477077)	(90, 0.24438581325638378)	(95, 0.2543382587677293)	(100, 0.26413782095133853)	(105, 0.27367774060208044)	(110, 0.2832215471170868)	(115, 0.29261868928718016)	(120, 0.30158672164247485)	(125, 0.31034667719747755)	(130, 0.3190377056928569)	(135, 0.32705086506051073)	(140, 0.33147437571777427)
032024_COL_SAN_T5_162_PSTR_S39_R1_001_val_1 - polya	(1, 0.0006079420893489302)	(2, 0.0048812437659375265)	(3, 0.007488902164717695)	(4, 0.009841579026994235)	(5, 0.011921567301621059)	(6, 0.01360255669042276)	(7, 0.015110016977992826)	(8, 0.01711445516772969)	(9, 0.019625315020244588)	(10, 0.026390589028125598)	(15, 0.036332980199644885)	(20, 0.04725303668844335)	(25, 0.05846136396990009)	(30, 0.07006585700899859)	(35, 0.08076374902941749)	(40, 0.09104375464278881)	(45, 0.10147792964813869)	(50, 0.11178508607326734)	(55, 0.1223800411030237)	(60, 0.13282484033906122)	(65, 0.1429976592694949)	(70, 0.15290581680879842)	(75, 0.16330670255799365)	(80, 0.17404095305676587)	(85, 0.18402017489466901)	(90, 0.19341813326695)	(95, 0.2025337231969547)	(100, 0.21194419455204558)	(105, 0.22106710339652405)	(110, 0.23053116809308377)	(115, 0.2397090868431227)	(120, 0.24851562970712443)	(125, 0.2571278671965498)	(130, 0.2653510217487918)	(135, 0.27292727869916356)	(140, 0.2755287986535464)
032024_COL_SAN_T5_162_PSTR_S39_R1_001_val_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0007944563614210291)	(4, 0.0014153836216104219)	(5, 0.002098875795849316)	(6, 0.0028095187818455414)	(7, 0.0034139194609652543)	(8, 0.004202473472004255)	(9, 0.0052342043187828275)	(10, 0.008513550191037833)	(15, 0.01383274835532187)	(20, 0.01927046571527704)	(25, 0.02458895559751523)	(30, 0.030177064845204483)	(35, 0.036179755183727416)	(40, 0.04248818727203942)	(45, 0.04884147722325484)	(50, 0.05554300584700994)	(55, 0.06229458640200465)	(60, 0.06907142901663443)	(65, 0.07593444594684182)	(70, 0.08284940356041108)	(75, 0.0897008518838697)	(80, 0.09658110367719261)	(85, 0.1035116434957704)	(90, 0.11024079511931342)	(95, 0.11682073532519872)	(100, 0.12358884246126312)	(105, 0.1301815317439736)	(110, 0.13676029147978253)	(115, 0.14324366923341786)	(120, 0.14957476634719685)	(125, 0.1559561514862307)	(130, 0.16226151435234404)	(135, 0.16841388829655526)	(140, 0.17188588688527964)
032024_COL_SAN_T5_162_PSTR_S39_R2_001_val_2 - polya	(1, 0.0011509583244955473)	(2, 0.0060333825605094794)	(3, 0.009145101681914878)	(4, 0.011717345978402875)	(5, 0.014198694079007635)	(6, 0.01628458470401649)	(7, 0.01803404135724972)	(8, 0.020346582236928465)	(9, 0.02302152743006376)	(10, 0.030345872066130503)	(15, 0.0409226478567102)	(20, 0.052340154435706034)	(25, 0.06415335458431304)	(30, 0.07600905165567066)	(35, 0.08713687087791655)	(40, 0.09769334258318206)	(45, 0.10857467965347442)	(50, 0.11897839853085306)	(55, 0.12966424975649263)	(60, 0.13984509588344585)	(65, 0.15011258851400727)	(70, 0.1602209537782692)	(75, 0.17078970237232932)	(80, 0.18141841884627088)	(85, 0.191442970735108)	(90, 0.2009379637476695)	(95, 0.21057744629758307)	(100, 0.2202839795478365)	(105, 0.2298387043462642)	(110, 0.23951501756256163)	(115, 0.24890235170415495)	(120, 0.257773820422359)	(125, 0.26630177234832897)	(130, 0.2744571679181853)	(135, 0.2818971986217398)	(140, 0.2844991907641532)
032024_COL_SAN_T5_162_PSTR_S39_R2_001_val_2 - polyg	(1, 0.05025851350297224)	(2, 0.05148384144228134)	(3, 0.052538001220511624)	(4, 0.05374090022836902)	(5, 0.05497449145821297)	(6, 0.05633675392638513)	(7, 0.057464102849352564)	(8, 0.058682347968203236)	(9, 0.06011898005118896)	(10, 0.06441683550536678)	(15, 0.07037277922886406)	(20, 0.0758234817596597)	(25, 0.08154923381825785)	(30, 0.08747755454196722)	(35, 0.09383178886924377)	(40, 0.10048373774978983)	(45, 0.10710711925448688)	(50, 0.11384783948477865)	(55, 0.12082984779868773)	(60, 0.12772969539527898)	(65, 0.1346574020856734)	(70, 0.14155677749423412)	(75, 0.14838296375805765)	(80, 0.15526510430350282)	(85, 0.16212127450726704)	(90, 0.1686844520380674)	(95, 0.17505969873270402)	(100, 0.1811693396601493)	(105, 0.1873849868004558)	(110, 0.1935383051207281)	(115, 0.1995490226557706)	(120, 0.20553754735337665)	(125, 0.21150907328188245)	(130, 0.21740457693746773)	(135, 0.22317424248290824)	(140, 0.22633506915949209)
032024_COL_SAN_T5_163_PSTR_S11_R1_001_val_1 - polya	(1, 0.0016709382880031973)	(2, 0.007681620279508843)	(3, 0.011790484922139657)	(4, 0.015283019868375847)	(5, 0.017863778184390153)	(6, 0.01984972942832838)	(7, 0.021561756362757884)	(8, 0.023819675313994055)	(9, 0.026003243381220717)	(10, 0.03193057411854728)	(15, 0.04161732034365996)	(20, 0.05159716557994698)	(25, 0.06133517478298199)	(30, 0.07127627929549563)	(35, 0.08133908446551957)	(40, 0.09148484956928044)	(45, 0.10169400858467045)	(50, 0.11214422099242816)	(55, 0.12276270119031266)	(60, 0.1331847385262352)	(65, 0.14344946504441128)	(70, 0.15349818267851761)	(75, 0.16391200228515485)	(80, 0.1743234739691392)	(85, 0.18507969896266235)	(90, 0.19553891174058963)	(95, 0.20626696166227756)	(100, 0.21695901010328728)	(105, 0.22763384044484214)	(110, 0.23869020821749842)	(115, 0.24986592872501207)	(120, 0.2608757293650518)	(125, 0.2720193615963088)	(130, 0.28313912328059426)	(135, 0.2938961309150017)	(140, 0.29761093587238213)
